"Cluster","Host","HostNumCPU","HostMemUsage","HostMemTotal","Name","OSName","Power","MemoryGB","NumCPU","NumDisks","DisksGB"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","Milan-CLU3-Node1","FreeBSD (64-bit)","PoweredOn","16","4","4","8191.9091796875"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","210"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIFS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","95"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIONTAPV03","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"Milan Cluster","wfwmivm03.wfw.com","16","8","512","WFWMIONTAPV04","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIPRX02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","95"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIRD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","65"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMITRENDMG01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","85"
"Milan Cluster","wfwmivm04.wfw.com","16","59","512","WFWMIVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","155"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","Munich-CLU3-Node1","FreeBSD (64-bit)","PoweredOn","16","4","4","4505.9091796875"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","Munich-CLU4-Node1","FreeBSD (64-bit)","PoweredOn","16","4","4","4505.9091796875"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","70"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUAPP02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","154.843788146973"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUAPP03","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","4","481.954559326172"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45.001953125"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUDC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","54.9697456359863"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","WFWMUDD1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","2","2","3","27"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUONTAPV03","Other (32-bit)","PoweredOn","4","2","1","40"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","WFWMUONTAPV04","Other 2.6.x Linux (64-bit)","PoweredOn","4","2","1","40"
"Munich Cluster","wfwmuvm04.wfw.com","16","49","512","WFWMUPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","85"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","WFWMURD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","7.90625","2","1","100.00390625"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","WFWMUTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","3","70"
"Munich Cluster","wfwmuvm03.wfw.com","16","54","448","WFWMUVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","2","3","148"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","Dubai-CLU3-Node1","FreeBSD (64-bit)","PoweredOn","16","4","5","10239.9091796875"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","Dubai-CLU4-Node1","FreeBSD (64-bit)","PoweredOn","16","4","5","10239.9091796875"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUACT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","60"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","216.874042510986"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","2","3","202"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","54.9697456359863"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUDC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","1","40"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUDC03","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","60"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUDHCP01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","60"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUFS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","4","1044.84378814697"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDULYNC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","58.9697456359863"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUONTAPV01_OLD","Other Linux (64-bit)","PoweredOff","4","2","1","40"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUONTAPV02","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUONTAPV03","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUPH1","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUPH2","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUPH5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","2","2","160"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUPH8","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","1","1","160"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"New Dubai Cluster","wfwduvm06.wfw.com","16","79","512","WFWDUTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"New Dubai Cluster","wfwduvm05.wfw.com","16","58","512","WFWDUVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","210"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","HongKong-CLU3-Node1","FreeBSD (64-bit)","PoweredOn","16","4","5","10239.9091796875"
"New Hong Kong Cluster","wfwhkvm06.wfw.com","12","34","192","HongKong-CLU4-Node1","FreeBSD (64-bit)","PoweredOn","16","4","5","10239.9091796875"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","5","2","3","175"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","2","3","230"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","2","66"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKDC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","55"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKDHCP01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","60"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKFS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKONTAPV05_OLD","Other Linux (64-bit)","PoweredOff","4","2","1","40"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKONTAPV06","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"New Hong Kong Cluster","wfwhkvm06.wfw.com","12","34","192","WFWHKONTAPV07","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","105"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKPS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","55"
"New Hong Kong Cluster","wfwhkvm06.wfw.com","12","34","192","WFWHKRD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","12","4","2","88"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","100"
"New Hong Kong Cluster","wfwhkvm05.wfw.com","16","81","256","WFWHKVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","155"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","replica-8c006f81-3f80-443a-ab64-e20f7d703e3f","Microsoft Windows 7 (64-bit)","PoweredOff","2","2","1","50"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","2","3","165"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","3","305"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYCCOCR01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","2","77"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDAVPN01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","55"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYDAVPN02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","4","2","55"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","60"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDC02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","55"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYDHCP01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","65"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDIRECT01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","65"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDIRECT02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","2","65"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYDM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","18","2","2","45"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDM07_OFF","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOff","4","2","2","45"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYDM4_OFF","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","1.25","2","2","22"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYDMIDOL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","6","6","505.0234375"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYDMS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","65"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYDMSPV01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","75"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYFS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","755"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYNE3","Other Linux (64-bit)","PoweredOn","1","1","1","40"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYNS1_OFF","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOff","3","2","2","22"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYPH1","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","2","1","80"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYPH2","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","6","1","1","80"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYPH5","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","2","2","160"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYPH8","Red Hat Enterprise Linux 6 (64-bit)","PoweredOn","4","1","1","160"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYPIPE01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","4","3","84"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","95"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYRD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","85"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNYSC3","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","16","2","1","75"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYSQ1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","24","2","3","116"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNYTEST01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","1","1","50"
"New York Cluster","wfwnyvm04.wfw.com","20","81","256","WFWNYTRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","95"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNYVIEW01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNYVIEW02","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"New York Cluster","wfwnyvm01.wfw.com","12","66","160","WFWNY-ViewW7-Master","Microsoft Windows 7 (64-bit)","PoweredOff","2","2","1","50"
"New York Cluster","wfwnyvm02.wfw.com","12","63","192","WFWNYVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","215"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNYVSS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD01","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD02","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD03","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD04","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD05","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD09","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD10","Microsoft Windows 7 (64-bit)","PoweredOn","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD11","Microsoft Windows 7 (64-bit)","PoweredOff","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD12","Microsoft Windows 7 (64-bit)","PoweredOff","2","2","2","50.01953125"
"New York Cluster","wfwnyvm03.wfw.com","16","32","192","WFWNY-VWD13","Microsoft Windows 7 (64-bit)","PoweredOff","2","2","2","50.01953125"
"Rome Cluster","wfwrovm04.wfw.com","16","35","512","Rome-CLU3-Node1","FreeBSD (64-bit)","PoweredOn","16","4","4","8191.9091796875"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","Rome-CLU4-Node1","FreeBSD (64-bit)","PoweredOn","16","4","4","8191.9091796875"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWROAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","1","3","195"
"Rome Cluster","wfwrovm04.wfw.com","16","35","512","WFWRODC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","45"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWROFS01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","3","95"
"Rome Cluster","wfwrovm04.wfw.com","16","35","512","WFWROONTAPV03","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWROONTAPV04","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWROPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","95"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWRORD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","2","65"
"Rome Cluster","wfwrovm04.wfw.com","16","35","512","WFWROSC1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","2","2","22"
"Rome Cluster","wfwrovm03.wfw.com","16","48","512","WFWROTRENDMG01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","1","3","85"
"Rome Cluster","wfwrovm04.wfw.com","16","35","512","WFWROVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","205"
"Singapore Cluster","wfwsivm03.wfw.com","16","49","256","Singapore-CLU4-Node1","FreeBSD (64-bit)","PoweredOn","16","4","5","10239.9091796875"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIAPP01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","3","165"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIAPP02","Microsoft Windows Server 2012 (64-bit)","PoweredOn","12","2","3","180"
"Singapore Cluster","wfwsivm03.wfw.com","16","49","256","WFWSICCOCR01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","2","67"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDC01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","65"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDD1","Microsoft Windows Server 2003 Standard (32-bit)","PoweredOn","1.25","2","3","32"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDM01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","2","45"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDMIDOL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","6","6","646.01953125"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDMS01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","8","2","2","45"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIDMSPV01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","65"
"Singapore Cluster","wfwsivm03.wfw.com","16","49","256","WFWSILYNC01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","4","3","105"
"Singapore Cluster","wfwsivm03.wfw.com","16","49","256","WFWSIONTAPV01","Other Linux (64-bit)","PoweredOn","4","2","1","40"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIPIPE01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","4","3","85"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIPRX01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","90"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIRD01","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","4","2","2","85"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSISQ1","Microsoft Windows Server 2008 R2 (64-bit)","PoweredOn","8","4","4","165"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSITRENDMG01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","4","2","3","90"
"Singapore Cluster","wfwsivm01.wfw.com","16","92","256","WFWSIVRNSCL01","Microsoft Windows Server 2012 (64-bit)","PoweredOn","16","2","3","205"
